Route,Score,End,End Exit Volume,Start,End Clean
"['Piccadilly Circus', '[TRANSFER→]Oxford Circus', 'Green Park', '[TRANSFER→]Oxford Circus', 'Bond Street', 'Tottenham Court Road']",824176.968806072,Tottenham Court Road,101119.98339478439,Piccadilly Circus,Tottenham Court Road
"['Farringdon', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Bond Street', 'Green Park', '[TRANSFER→]Piccadilly Circus']",824176.968806072,Green Park,50979.93327935799,Farringdon,Green Park
"['Paddington TfL', 'Bond Street', 'Green Park', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus']",824176.968806072,Tottenham Court Road,101119.98339478439,Paddington TfL,Tottenham Court Road
"['Victoria LU', 'Green Park', 'Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Holborn', 'Tottenham Court Road']",824176.968806072,Tottenham Court Road,101119.98339478439,Victoria LU,Tottenham Court Road
"['Victoria LU', 'Green Park', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Warren Street']",824176.968806072,Tottenham Court Road,101119.98339478439,Victoria LU,Tottenham Court Road
"['Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Tottenham Court Road', 'Bond Street', '[TRANSFER→]Oxford Circus', 'Green Park']",824176.968806072,Green Park,50979.93327935799,Piccadilly Circus,Green Park
"['Tottenham Court Road', 'Bond Street', 'Green Park', '[TRANSFER→]Victoria LU', 'Sloane Square', 'Victoria LU']",823443.0084456035,Victoria LU,86723.86782461665,Tottenham Court Road,Victoria LU
"['Victoria LU', 'Green Park', 'Westminster', 'Embankment', '[TRANSFER→]Waterloo LU', 'Bank and Monument']",823313.8843313464,Bank and Monument,54480.33995698597,Victoria LU,Bank and Monument
"['Leicester Square', 'Covent Garden', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus', 'Green Park']",822597.3123043794,Green Park,50979.93327935799,Leicester Square,Green Park
"['Oxford Circus', 'Piccadilly Circus', 'Charing Cross LU', 'Leicester Square', 'Tottenham Court Road', 'Farringdon']",822453.5972022146,Farringdon,64227.32263564517,Oxford Circus,Farringdon
"['Bank and Monument', 'Waterloo LU', 'Embankment', 'Charing Cross LU', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus']",821948.2616202916,Oxford Circus,88888.96704187145,Bank and Monument,Oxford Circus
"['Oxford Circus', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras""]",821024.9916727995,King's Cross St. Pancras,122827.76544140621,Oxford Circus,King's Cross St. Pancras
"['Farringdon', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras""]",821024.9916727995,King's Cross St. Pancras,122827.76544140621,Farringdon,King's Cross St. Pancras
"['Tottenham Court Road', 'Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", 'Caledonian Road', ""King's Cross St. Pancras"", 'Euston LU']",820964.5403569606,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Paddington TfL', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU', '[TRANSFER→]Farringdon']",820819.859584076,Liverpool Street LU,74058.98826547644,Paddington TfL,Liverpool Street LU
"['London Bridge LU', 'Bank and Monument', 'Moorgate', 'Barbican', 'Farringdon', 'Liverpool Street LU']",818525.6606593137,Liverpool Street LU,74058.98826547644,London Bridge LU,Liverpool Street LU
"['Waterloo LU', 'Embankment', '[TRANSFER→]Charing Cross LU', 'Leicester Square', 'Piccadilly Circus', 'Oxford Circus']",818291.2200782188,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Stratford', 'Mile End', 'Bethnal Green LU', 'Liverpool Street LU', '[TRANSFER→]Farringdon', ""King's Cross St. Pancras""]",818154.4683700603,King's Cross St. Pancras,122827.76544140621,Stratford,King's Cross St. Pancras
"['Euston LU', '[TRANSFER→]Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Bond Street', 'Paddington TfL']",817652.9369452676,Paddington TfL,81178.24734898907,Euston LU,Paddington TfL
"['Waterloo LU', 'Westminster', 'Embankment', 'Charing Cross LU', 'Leicester Square', 'Tottenham Court Road']",817400.1384547252,Tottenham Court Road,101119.98339478439,Waterloo LU,Tottenham Court Road
"['Paddington TfL', 'Edgware Road (DIS)', 'Baker Street', 'Bond Street', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road']",817284.6368340869,Tottenham Court Road,101119.98339478439,Paddington TfL,Tottenham Court Road
"['Waterloo LU', '[TRANSFER→]Westminster', ""St. James's Park"", 'Westminster', 'Green Park', 'Oxford Circus']",817277.7203410125,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Victoria LU', ""St. James's Park"", 'Westminster', 'Green Park', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus']",817277.7203410125,Oxford Circus,88888.96704187145,Victoria LU,Oxford Circus
"['Tottenham Court Road', 'Farringdon', 'Barbican', 'Moorgate', 'Bank and Monument', 'London Bridge LU']",815546.1031204888,London Bridge LU,79888.75974908941,Tottenham Court Road,London Bridge LU
"['Leicester Square', 'Charing Cross LU', '[TRANSFER→]Piccadilly Circus', 'Green Park', 'Oxford Circus', 'Piccadilly Circus']",814875.9090753014,Piccadilly Circus,43397.76087515598,Leicester Square,Piccadilly Circus
"['Leicester Square', 'Charing Cross LU', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', 'Green Park', 'Piccadilly Circus']",814875.9090753014,Piccadilly Circus,43397.76087515598,Leicester Square,Piccadilly Circus
"['Bond Street', 'Oxford Circus', 'Green Park', '[TRANSFER→]Piccadilly Circus', 'Charing Cross LU', 'Piccadilly Circus']",814875.9090753014,Piccadilly Circus,43397.76087515598,Bond Street,Piccadilly Circus
"['Leicester Square', '[TRANSFER→]Piccadilly Circus', 'Charing Cross LU', 'Piccadilly Circus', 'Green Park', 'Oxford Circus']",814875.9090753013,Oxford Circus,88888.96704187145,Leicester Square,Oxford Circus
"['Leicester Square', 'Charing Cross LU', 'Piccadilly Circus', '[TRANSFER→]Green Park', 'Oxford Circus', 'Green Park']",814875.9090753013,Green Park,50979.93327935799,Leicester Square,Green Park
"['Waterloo LU', '[TRANSFER→]Embankment', 'Charing Cross LU', 'Piccadilly Circus', 'Green Park', 'Oxford Circus']",814875.9090753013,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Tottenham Court Road', 'Farringdon', 'Barbican', 'Moorgate', 'Bank and Monument', 'Waterloo LU']",813677.3968703077,Waterloo LU,93112.82099030414,Tottenham Court Road,Waterloo LU
"['Euston LU', 'Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",813609.1063308234,Liverpool Street LU,74058.98826547644,Euston LU,Liverpool Street LU
"['Oxford Circus', 'Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",813609.1063308234,Liverpool Street LU,74058.98826547644,Oxford Circus,Liverpool Street LU
"['Stratford', 'Whitechapel', '[TRANSFER→]Aldgate East', 'Tower Hill', 'Bank and Monument', 'London Bridge LU']",811760.6403643105,London Bridge LU,79888.75974908941,Stratford,London Bridge LU
"['Tottenham Court Road', 'Holborn', 'Russell Square', ""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street']",811378.1722931492,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Tottenham Court Road', 'Oxford Circus', 'Green Park', 'Hyde Park Corner', 'Knightsbridge', 'South Kensington']",811236.5714977046,South Kensington,46411.55214650201,Tottenham Court Road,South Kensington
"['Piccadilly Circus', 'Oxford Circus', 'Green Park', 'Hyde Park Corner', 'Knightsbridge', 'South Kensington']",811236.5714977046,South Kensington,46411.55214650201,Piccadilly Circus,South Kensington
"['Waterloo LU', 'Westminster', 'Green Park', '[TRANSFER→]Oxford Circus', 'Bond Street', 'Paddington TfL']",810999.2166449343,Paddington TfL,81178.24734898907,Waterloo LU,Paddington TfL
"['Waterloo LU', 'Westminster', 'Green Park', 'Bond Street', 'Paddington TfL', '[TRANSFER→]Edgware Road (Bak)']",810999.2166449343,Paddington TfL,81178.24734898907,Waterloo LU,Paddington TfL
"['Farringdon', 'Liverpool Street LU', 'Moorgate', 'Old Street', 'Angel', ""King's Cross St. Pancras""]",810775.4483115522,King's Cross St. Pancras,122827.76544140621,Farringdon,King's Cross St. Pancras
"['Euston LU', ""King's Cross St. Pancras"", 'Angel', 'Old Street', 'Moorgate', 'Liverpool Street LU']",810775.448311552,Liverpool Street LU,74058.98826547644,Euston LU,Liverpool Street LU
"[""King's Cross St. Pancras"", 'Russell Square', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus', 'Green Park']",810226.037742621,Green Park,50979.93327935799,King's Cross St. Pancras,Green Park
"['Green Park', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon', ""King's Cross St. Pancras""]",810119.6497668945,King's Cross St. Pancras,122827.76544140621,Green Park,King's Cross St. Pancras
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park', 'Victoria LU']",809021.5854744001,Victoria LU,86723.86782461665,King's Cross St. Pancras,Victoria LU
"['Tottenham Court Road', 'Farringdon', ""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus']",807213.0081974426,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Tottenham Court Road', 'Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Highbury & Islington', ""King's Cross St. Pancras"", 'Euston LU']",807213.0081974426,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", 'Euston LU', ""King's Cross St. Pancras""]",807213.0081974425,King's Cross St. Pancras,122827.76544140621,Leicester Square,King's Cross St. Pancras
"['Canary Wharf LU', '[TRANSFER→]Canada Water', 'Bermondsey', 'London Bridge LU', 'Bank and Monument', 'Liverpool Street LU']",806621.1703569683,Liverpool Street LU,74058.98826547644,Canary Wharf LU,Liverpool Street LU
"['Paddington TfL', '[TRANSFER→]Edgware Road (Bak)', 'Marylebone LU', 'Baker Street', 'Bond Street', 'Tottenham Court Road']",806313.8489728882,Tottenham Court Road,101119.98339478439,Paddington TfL,Tottenham Court Road
"['Piccadilly Circus', 'Green Park', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Farringdon', '[TRANSFER→]Liverpool Street LU']",806060.8736469145,Farringdon,64227.32263564517,Piccadilly Circus,Farringdon
"[""King's Cross St. Pancras"", 'Russell Square', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Bond Street', 'Oxford Circus']",805180.438186011,Oxford Circus,88888.96704187145,King's Cross St. Pancras,Oxford Circus
"[""King's Cross St. Pancras"", 'Russell Square', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus', 'Bond Street']",805180.438186011,Bond Street,65259.91811015903,King's Cross St. Pancras,Bond Street
"['Euston LU', ""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', 'Bank and Monument']",804983.156799016,Bank and Monument,54480.33995698597,Euston LU,Bank and Monument
"['London Bridge LU', 'Bank and Monument', '[TRANSFER→]Moorgate', 'Old Street', 'Angel', ""King's Cross St. Pancras""]",804983.156799016,King's Cross St. Pancras,122827.76544140621,London Bridge LU,King's Cross St. Pancras
"['Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Moorgate', 'Old Street', 'Angel', ""King's Cross St. Pancras""]",804983.156799016,King's Cross St. Pancras,122827.76544140621,Liverpool Street LU,King's Cross St. Pancras
"['Waterloo LU', 'Bank and Monument', '[TRANSFER→]Moorgate', 'Old Street', 'Angel', ""King's Cross St. Pancras""]",804983.156799016,King's Cross St. Pancras,122827.76544140621,Waterloo LU,King's Cross St. Pancras
"['Waterloo LU', 'Southwark', 'London Bridge LU', 'Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Whitechapel']",804310.8206790322,Liverpool Street LU,74058.98826547644,Waterloo LU,Liverpool Street LU
"['Farringdon', 'Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Waterloo LU', 'Southwark', 'London Bridge LU']",804310.8206790322,London Bridge LU,79888.75974908941,Farringdon,London Bridge LU
"['Waterloo LU', 'Southwark', 'London Bridge LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', 'Bank and Monument']",804310.8206790322,Bank and Monument,54480.33995698597,Waterloo LU,Bank and Monument
"['Farringdon', 'Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]London Bridge LU', 'Southwark', 'London Bridge LU']",804310.8206790322,London Bridge LU,79888.75974908941,Farringdon,London Bridge LU
"['Waterloo LU', 'Southwark', 'London Bridge LU', 'Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Aldgate']",804310.8206790322,Liverpool Street LU,74058.98826547644,Waterloo LU,Liverpool Street LU
"['Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Tottenham Court Road']",804305.6114835523,Tottenham Court Road,101119.98339478439,Oxford Circus,Tottenham Court Road
"['Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus', 'Green Park', '[TRANSFER→]Victoria LU']",802517.8005630265,Green Park,50979.93327935799,Piccadilly Circus,Green Park
"['Victoria LU', 'Green Park', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', '[TRANSFER→]Piccadilly Circus', 'Leicester Square']",802517.8005630265,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"['Tottenham Court Road', 'Farringdon', '[TRANSFER→]Liverpool Street LU', 'Moorgate', 'Bank and Monument', 'Liverpool Street LU']",802411.87115593,Liverpool Street LU,74058.98826547644,Tottenham Court Road,Liverpool Street LU
"['Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", 'Highbury & Islington', ""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street']",801627.0043495162,Euston LU,51663.66156684396,Farringdon,Euston LU
"['Tottenham Court Road', 'Bond Street', 'Green Park', '[TRANSFER→]Victoria LU', 'Pimlico', 'Victoria LU']",800770.208989125,Victoria LU,86723.86782461665,Tottenham Court Road,Victoria LU
"['Liverpool Street LU', 'Bank and Monument', 'London Bridge LU', 'Southwark', 'Waterloo LU', '[TRANSFER→]Westminster']",799462.5568900262,Waterloo LU,93112.82099030414,Liverpool Street LU,Waterloo LU
"['Green Park', '[TRANSFER→]Westminster', 'Waterloo LU', 'Southwark', 'London Bridge LU', 'Bank and Monument']",799462.5568900262,Bank and Monument,54480.33995698597,Green Park,Bank and Monument
"['Stratford', 'Whitechapel', 'Liverpool Street LU', '[TRANSFER→]Farringdon', 'Tottenham Court Road', '[TRANSFER→]Bond Street']",799440.7117519595,Tottenham Court Road,101119.98339478439,Stratford,Tottenham Court Road
"['Liverpool Street LU', 'Whitechapel', '[TRANSFER→]Stratford', 'Mile End', 'Stratford', '[TRANSFER→]Stratford International DLR']",799405.0176971783,Stratford,92594.97009758174,Liverpool Street LU,Stratford
"['Waterloo LU', 'Embankment', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus', 'Green Park', 'Victoria LU']",798734.444869486,Victoria LU,86723.86782461665,Waterloo LU,Victoria LU
"['London Bridge LU', 'Southwark', 'Waterloo LU', 'Westminster', '[TRANSFER→]Green Park', 'Oxford Circus']",798651.8204414216,Oxford Circus,88888.96704187145,London Bridge LU,Oxford Circus
"['Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Bond Street', '[TRANSFER→]Green Park', 'Oxford Circus']",797472.2010064165,Oxford Circus,88888.96704187145,Piccadilly Circus,Oxford Circus
"['Paddington TfL', 'Bond Street', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', '[TRANSFER→]Tottenham Court Road']",797472.2010064163,Leicester Square,45573.94756963399,Paddington TfL,Leicester Square
"['Victoria LU', '[TRANSFER→]Green Park', 'Oxford Circus', 'Bond Street', '[TRANSFER→]Tottenham Court Road', 'Leicester Square']",797472.2010064163,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"['Farringdon', 'Tottenham Court Road', 'Holborn', 'Covent Garden', 'Leicester Square', 'Piccadilly Circus']",795180.443864515,Piccadilly Circus,43397.76087515598,Farringdon,Piccadilly Circus
"['Bond Street', '[TRANSFER→]Green Park', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Goodge Street', 'Tottenham Court Road']",792383.4096437658,Tottenham Court Road,101119.98339478439,Bond Street,Tottenham Court Road
"['Euston LU', '[TRANSFER→]Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Piccadilly Circus']",792383.4096437658,Oxford Circus,88888.96704187145,Euston LU,Oxford Circus
"['Farringdon', '[TRANSFER→]Tottenham Court Road', 'Goodge Street', 'Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Bond Street']",792383.4096437658,Oxford Circus,88888.96704187145,Farringdon,Oxford Circus
"['North Greenwich', 'Canary Wharf LU', 'Canada Water', 'Bermondsey', 'London Bridge LU', 'Bank and Monument']",791462.3784291885,Bank and Monument,54480.33995698597,North Greenwich,Bank and Monument
"['Liverpool Street LU', 'Bank and Monument', 'London Bridge LU', 'Bermondsey', 'Canada Water', 'Canary Wharf LU']",791462.3784291885,Canary Wharf LU,46399.37243550953,Liverpool Street LU,Canary Wharf LU
"['Tottenham Court Road', 'Bond Street', '[TRANSFER→]Green Park', 'Hyde Park Corner', 'Green Park', 'Victoria LU']",791132.3980316669,Victoria LU,86723.86782461665,Tottenham Court Road,Victoria LU
"['Bond Street', 'Baker Street', 'Great Portland Street', 'Euston Square', ""King's Cross St. Pancras"", 'Farringdon']",790382.6385125285,Farringdon,64227.32263564517,Bond Street,Farringdon
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Farringdon']",789476.7680743136,Farringdon,64227.32263564517,King's Cross St. Pancras,Farringdon
"['Oxford Circus', ""Regent's Park"", 'Baker Street', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Holborn']",787354.2578385081,Tottenham Court Road,101119.98339478439,Oxford Circus,Tottenham Court Road
"['Waterloo LU', 'Embankment', '[TRANSFER→]Westminster', 'Green Park', 'Oxford Circus', '[TRANSFER→]Piccadilly Circus']",786344.0426361288,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Waterloo LU', 'Westminster', 'Green Park', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Holborn']",785729.6893434324,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Waterloo LU', 'Westminster', 'Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus']",785729.6893434324,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Waterloo LU', 'Westminster', 'Green Park', 'Oxford Circus', '[TRANSFER→]Bond Street', '[TRANSFER→]Baker Street']",785729.6893434324,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Waterloo LU', 'Westminster', 'Green Park', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon']",785729.6893434324,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Piccadilly Circus', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Green Park', 'Westminster', 'Green Park', 'Oxford Circus']",785729.6893434324,Oxford Circus,88888.96704187145,Piccadilly Circus,Oxford Circus
"['Waterloo LU', 'Westminster', 'Green Park', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Bond Street']",785729.6893434324,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Victoria LU', '[TRANSFER→]Green Park', 'Hyde Park Corner', 'Green Park', 'Piccadilly Circus', 'Oxford Circus']",784283.2893141197,Oxford Circus,88888.96704187145,Victoria LU,Oxford Circus
"['Waterloo LU', '[TRANSFER→]Southwark', 'London Bridge LU', 'Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Whitechapel']",783183.316570041,Liverpool Street LU,74058.98826547644,Waterloo LU,Liverpool Street LU
"['Farringdon', 'Liverpool Street LU', '[TRANSFER→]Aldgate', '[TRANSFER→]Tower Hill', 'Bank and Monument', 'London Bridge LU']",783183.316570041,London Bridge LU,79888.75974908941,Farringdon,London Bridge LU
"['Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU', 'Bank and Monument', 'London Bridge LU', '[TRANSFER→]Southwark']",783183.316570041,London Bridge LU,79888.75974908941,Tottenham Court Road,London Bridge LU
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Liverpool Street LU', '[TRANSFER→]Moorgate', 'Bank and Monument', 'London Bridge LU']",783183.316570041,London Bridge LU,79888.75974908941,King's Cross St. Pancras,London Bridge LU
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston LU', 'Warren Street', 'Oxford Circus', '[TRANSFER→]Green Park', 'Victoria LU']",782952.4940447421,Victoria LU,86723.86782461665,King's Cross St. Pancras,Victoria LU
"['Tottenham Court Road', 'Holborn', 'Russell Square', ""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Liverpool Street LU']",781960.5029510467,Liverpool Street LU,74058.98826547644,Tottenham Court Road,Liverpool Street LU
"['Oxford Circus', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Charing Cross LU', 'Leicester Square']",781917.7471196268,Leicester Square,45573.94756963399,Oxford Circus,Leicester Square
"['Victoria LU', 'Green Park', 'Bond Street', '[TRANSFER→]Oxford Circus', 'Warren Street', 'Euston LU']",781173.8330267086,Euston LU,51663.66156684396,Victoria LU,Euston LU
"[""King's Cross St. Pancras"", 'Euston LU', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park', 'Bond Street']",781173.8330267086,Bond Street,65259.91811015903,King's Cross St. Pancras,Bond Street
"['Victoria LU', '[TRANSFER→]Green Park', 'Westminster', '[TRANSFER→]Green Park', 'Oxford Circus', 'Bond Street']",780684.0897868224,Bond Street,65259.91811015903,Victoria LU,Bond Street
"['Victoria LU', 'Green Park', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus', ""Regent's Park"", 'Oxford Circus']",778791.7958853665,Oxford Circus,88888.96704187145,Victoria LU,Oxford Circus
"['Bank and Monument', 'Waterloo LU', '[TRANSFER→]Embankment', 'Charing Cross LU', 'Leicester Square', 'Tottenham Court Road']",778757.9736652349,Tottenham Court Road,101119.98339478439,Bank and Monument,Tottenham Court Road
"['Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', 'Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",778644.00520705,Piccadilly Circus,43397.76087515598,Liverpool Street LU,Piccadilly Circus
"['Liverpool Street LU', 'Bank and Monument', 'London Bridge LU', '[TRANSFER→]Southwark', 'Waterloo LU', '[TRANSFER→]Embankment']",778335.052781035,Waterloo LU,93112.82099030414,Liverpool Street LU,Waterloo LU
"['Liverpool Street LU', '[TRANSFER→]Moorgate', 'Bank and Monument', 'London Bridge LU', '[TRANSFER→]Southwark', 'Waterloo LU']",778335.052781035,Waterloo LU,93112.82099030414,Liverpool Street LU,Waterloo LU
"['Green Park', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Covent Garden', 'Leicester Square']",778267.5079650264,Leicester Square,45573.94756963399,Green Park,Leicester Square
"['Paddington TfL', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Holborn', 'Covent Garden', 'Leicester Square']",778267.5079650264,Leicester Square,45573.94756963399,Paddington TfL,Leicester Square
"['Paddington TfL', 'Bond Street', '[TRANSFER→]Green Park', '[TRANSFER→]Oxford Circus', 'Green Park', 'Victoria LU']",777915.4257976837,Victoria LU,86723.86782461665,Paddington TfL,Victoria LU
"['Waterloo LU', '[TRANSFER→]Westminster', '[TRANSFER→]Green Park', 'Bond Street', 'Green Park', 'Victoria LU']",777915.4257976837,Victoria LU,86723.86782461665,Waterloo LU,Victoria LU
"['Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU', 'Farringdon', ""King's Cross St. Pancras"", '[TRANSFER→]Euston Square']",777795.3388553401,King's Cross St. Pancras,122827.76544140621,Tottenham Court Road,King's Cross St. Pancras
"['Euston LU', ""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', '[TRANSFER→]Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",777795.3388553401,Liverpool Street LU,74058.98826547644,Euston LU,Liverpool Street LU
"['Bond Street', 'Oxford Circus', '[TRANSFER→]Green Park', 'Westminster', '[TRANSFER→]Embankment', 'Waterloo LU']",777524.3163324303,Waterloo LU,93112.82099030414,Bond Street,Waterloo LU
"['Stratford', '[TRANSFER→]Mile End', 'Bethnal Green LU', 'Liverpool Street LU', 'Farringdon', 'Tottenham Court Road']",777111.3663501893,Tottenham Court Road,101119.98339478439,Stratford,Tottenham Court Road
"['Tottenham Court Road', 'Farringdon', '[TRANSFER→]Liverpool Street LU', 'Bethnal Green LU', 'Mile End', 'Stratford']",777075.6722954081,Stratford,92594.97009758174,Tottenham Court Road,Stratford
"['Euston LU', '[TRANSFER→]Warren Street', 'Oxford Circus', '[TRANSFER→]Bond Street', 'Tottenham Court Road', '[TRANSFER→]Bond Street']",775664.0294545183,Tottenham Court Road,101119.98339478439,Euston LU,Tottenham Court Road
"['Farringdon', 'Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Green Park']",775664.0294545183,Oxford Circus,88888.96704187145,Farringdon,Oxford Circus
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Holborn', 'Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Warren Street']",775664.0294545183,Oxford Circus,88888.96704187145,Leicester Square,Oxford Circus
"['Bond Street', '[TRANSFER→]Green Park', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Holborn', 'Tottenham Court Road']",775664.0294545183,Tottenham Court Road,101119.98339478439,Bond Street,Tottenham Court Road
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster', '[TRANSFER→]Green Park', 'Oxford Circus', 'Tottenham Court Road']",775664.0294545183,Tottenham Court Road,101119.98339478439,Victoria LU,Tottenham Court Road
"['Piccadilly Circus', '[TRANSFER→]Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Tottenham Court Road', 'Oxford Circus']",775664.0294545183,Oxford Circus,88888.96704187145,Piccadilly Circus,Oxford Circus
"['Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Warren Street']",775664.0294545183,Oxford Circus,88888.96704187145,Euston LU,Oxford Circus
"['Piccadilly Circus', 'Oxford Circus', 'Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Charing Cross LU', '[TRANSFER→]Embankment']",775664.0294545183,Tottenham Court Road,101119.98339478439,Piccadilly Circus,Tottenham Court Road
"['Green Park', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Bond Street', 'Oxford Circus', '[TRANSFER→]Bond Street', 'Tottenham Court Road']",775664.0294545183,Tottenham Court Road,101119.98339478439,Green Park,Tottenham Court Road
