Route,Score,End,End Exit Volume,Start,End Clean
"['Farringdon', ""King's Cross St. Pancras"", 'Euston LU', 'Warren Street', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road']",1125266.505773813,Oxford Circus,88888.96704187145,Farringdon,Oxford Circus
"['Piccadilly Circus', 'Oxford Circus', 'Warren Street', 'Euston LU', ""King's Cross St. Pancras"", '[TRANSFER→]Euston Square']",1125266.505773813,King's Cross St. Pancras,122827.76544140621,Piccadilly Circus,King's Cross St. Pancras
"['Green Park', 'Oxford Circus', 'Warren Street', 'Euston LU', ""King's Cross St. Pancras"", '[TRANSFER→]Euston Square']",1125266.505773813,King's Cross St. Pancras,122827.76544140621,Green Park,King's Cross St. Pancras
"['Paddington TfL', '[TRANSFER→]Bond Street', 'Oxford Circus', 'Warren Street', 'Euston LU', ""King's Cross St. Pancras""]",1125266.505773813,King's Cross St. Pancras,122827.76544140621,Paddington TfL,King's Cross St. Pancras
"['Tottenham Court Road', '[TRANSFER→]Bond Street', 'Oxford Circus', 'Warren Street', 'Euston LU', ""King's Cross St. Pancras""]",1125266.505773813,King's Cross St. Pancras,122827.76544140621,Tottenham Court Road,King's Cross St. Pancras
"['Green Park', 'Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Tottenham Court Road', 'Oxford Circus', 'Bond Street']",1124170.7093098084,Bond Street,65259.91811015903,Green Park,Bond Street
"['Green Park', 'Piccadilly Circus', 'Oxford Circus', '[TRANSFER→]Bond Street', 'Tottenham Court Road', 'Bond Street']",1124170.7093098084,Bond Street,65259.91811015903,Green Park,Bond Street
"['Leicester Square', 'Piccadilly Circus', 'Oxford Circus', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Holborn']",1124170.7093098084,Tottenham Court Road,101119.98339478439,Leicester Square,Tottenham Court Road
"['Piccadilly Circus', 'Oxford Circus', 'Bond Street', 'Green Park', '[TRANSFER→]Westminster', 'Waterloo LU']",1110871.9299652243,Waterloo LU,93112.82099030414,Piccadilly Circus,Waterloo LU
"['Tottenham Court Road', 'Bond Street', 'Oxford Circus', 'Green Park', '[TRANSFER→]Westminster', 'Waterloo LU']",1110871.9299652243,Waterloo LU,93112.82099030414,Tottenham Court Road,Waterloo LU
"['Waterloo LU', 'Westminster', 'Green Park', 'Bond Street', 'Tottenham Court Road', 'Farringdon']",1109866.879883546,Farringdon,64227.32263564517,Waterloo LU,Farringdon
"['Green Park', 'Oxford Circus', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU']",1107530.2656506842,Euston LU,51663.66156684396,Green Park,Euston LU
"['Piccadilly Circus', 'Oxford Circus', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU']",1107530.2656506842,Euston LU,51663.66156684396,Piccadilly Circus,Euston LU
"['Waterloo LU', 'Westminster', 'Green Park', 'Bond Street', 'Tottenham Court Road', 'Leicester Square']",1106323.806799658,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Waterloo LU', 'Westminster', 'Green Park', 'Oxford Circus', 'Warren Street', 'Euston LU']",1100876.545350351,Euston LU,51663.66156684396,Waterloo LU,Euston LU
"['Piccadilly Circus', 'Green Park', 'Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras""]",1099205.9456537068,King's Cross St. Pancras,122827.76544140621,Piccadilly Circus,King's Cross St. Pancras
"['Bond Street', 'Green Park', 'Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras""]",1099205.9456537068,King's Cross St. Pancras,122827.76544140621,Bond Street,King's Cross St. Pancras
"['Victoria LU', 'Green Park', 'Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras""]",1099205.9456537068,King's Cross St. Pancras,122827.76544140621,Victoria LU,King's Cross St. Pancras
"['Waterloo LU', 'Westminster', '[TRANSFER→]Green Park', 'Victoria LU', 'Green Park', 'Oxford Circus']",1097618.138121326,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Euston LU', 'Warren Street', 'Oxford Circus', 'Piccadilly Circus', 'Leicester Square', 'Tottenham Court Road']",1096697.5027834205,Tottenham Court Road,101119.98339478439,Euston LU,Tottenham Court Road
"['Tottenham Court Road', 'Oxford Circus', 'Green Park', 'Bond Street', 'Paddington TfL', '[TRANSFER→]Edgware Road (Bak)']",1095833.8909261748,Paddington TfL,81178.24734898907,Tottenham Court Road,Paddington TfL
"['Victoria LU', 'Green Park', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Bond Street', 'Paddington TfL']",1095833.8909261748,Paddington TfL,81178.24734898907,Victoria LU,Paddington TfL
"['Piccadilly Circus', 'Oxford Circus', 'Tottenham Court Road', 'Holborn', 'Covent Garden', 'Leicester Square']",1094678.4904090515,Leicester Square,45573.94756963399,Piccadilly Circus,Leicester Square
"['Piccadilly Circus', 'Leicester Square', 'Covent Garden', 'Holborn', 'Tottenham Court Road', 'Oxford Circus']",1094678.4904090515,Oxford Circus,88888.96704187145,Piccadilly Circus,Oxford Circus
"['Oxford Circus', 'Green Park', 'Piccadilly Circus', 'Leicester Square', 'Tottenham Court Road', 'Bond Street']",1091660.434536362,Bond Street,65259.91811015903,Oxford Circus,Bond Street
"['Oxford Circus', 'Bond Street', 'Tottenham Court Road', 'Leicester Square', 'Piccadilly Circus', 'Green Park']",1091660.434536362,Green Park,50979.93327935799,Oxford Circus,Green Park
"[""King's Cross St. Pancras"", 'Euston LU', 'Warren Street', 'Oxford Circus', 'Tottenham Court Road', '[TRANSFER→]Farringdon']",1090810.885461437,Tottenham Court Road,101119.98339478439,King's Cross St. Pancras,Tottenham Court Road
"['Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Tottenham Court Road', 'Oxford Circus', 'Warren Street', 'Euston LU']",1090810.8854614368,Euston LU,51663.66156684396,Piccadilly Circus,Euston LU
"['Farringdon', 'Tottenham Court Road', '[TRANSFER→]Bond Street', 'Oxford Circus', 'Warren Street', 'Euston LU']",1090810.8854614368,Euston LU,51663.66156684396,Farringdon,Euston LU
"['Bond Street', '[TRANSFER→]Green Park', 'Victoria LU', '[TRANSFER→]Green Park', 'Oxford Circus', 'Tottenham Court Road']",1087552.478232412,Tottenham Court Road,101119.98339478439,Bond Street,Tottenham Court Road
"[""King's Cross St. Pancras"", 'Euston LU', 'Warren Street', 'Oxford Circus', 'Piccadilly Circus', 'Green Park']",1086213.173087055,Green Park,50979.93327935799,King's Cross St. Pancras,Green Park
"['Farringdon', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU', ""King's Cross St. Pancras""]",1082621.840081106,King's Cross St. Pancras,122827.76544140621,Farringdon,King's Cross St. Pancras
"['Oxford Circus', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU', ""King's Cross St. Pancras""]",1082621.840081106,King's Cross St. Pancras,122827.76544140621,Oxford Circus,King's Cross St. Pancras
"['Farringdon', ""King's Cross St. Pancras"", 'Euston LU', 'Warren Street', 'Goodge Street', 'Tottenham Court Road']",1082621.840081106,Tottenham Court Road,101119.98339478439,Farringdon,Tottenham Court Road
"['Victoria LU', 'Green Park', 'Oxford Circus', ""Regent's Park"", 'Baker Street', 'Bond Street']",1082254.5920086626,Bond Street,65259.91811015903,Victoria LU,Bond Street
"['Victoria LU', 'Green Park', 'Bond Street', 'Baker Street', ""Regent's Park"", 'Oxford Circus']",1082254.5920086626,Oxford Circus,88888.96704187145,Victoria LU,Oxford Circus
"['Piccadilly Circus', 'Green Park', 'Bond Street', 'Baker Street', ""Regent's Park"", 'Oxford Circus']",1082254.5920086626,Oxford Circus,88888.96704187145,Piccadilly Circus,Oxford Circus
"['Euston LU', 'Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Oxford Circus', 'Green Park']",1081469.7055305778,Green Park,50979.93327935799,Euston LU,Green Park
"['Bond Street', 'Green Park', 'Oxford Circus', 'Warren Street', 'Goodge Street', 'Tottenham Court Road']",1081469.7055305778,Tottenham Court Road,101119.98339478439,Bond Street,Tottenham Court Road
"['Leicester Square', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Oxford Circus', 'Green Park']",1081469.7055305778,Green Park,50979.93327935799,Leicester Square,Green Park
"['Victoria LU', 'Green Park', 'Oxford Circus', 'Warren Street', 'Goodge Street', 'Tottenham Court Road']",1081469.7055305778,Tottenham Court Road,101119.98339478439,Victoria LU,Tottenham Court Road
"['Farringdon', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Oxford Circus', 'Green Park']",1081469.7055305778,Green Park,50979.93327935799,Farringdon,Green Park
"['London Bridge LU', 'Bank and Monument', 'Moorgate', 'Liverpool Street LU', '[TRANSFER→]Whitechapel', 'Stratford']",1080096.770865184,Stratford,92594.97009758174,London Bridge LU,Stratford
"['Bond Street', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', 'Tottenham Court Road', 'Farringdon']",1078142.0517515864,Farringdon,64227.32263564517,Bond Street,Farringdon
"['Piccadilly Circus', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', 'Tottenham Court Road', 'Farringdon']",1078142.0517515864,Farringdon,64227.32263564517,Piccadilly Circus,Farringdon
"['Green Park', 'Oxford Circus', 'Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Bond Street']",1076424.1059739678,Bond Street,65259.91811015903,Green Park,Bond Street
"['Paddington TfL', 'Bond Street', 'Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Oxford Circus']",1076424.1059739678,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['Paddington TfL', 'Bond Street', 'Oxford Circus', 'Warren Street', 'Goodge Street', 'Tottenham Court Road']",1076424.1059739678,Tottenham Court Road,101119.98339478439,Paddington TfL,Tottenham Court Road
"['Leicester Square', 'Covent Garden', 'Holborn', 'Tottenham Court Road', 'Farringdon', ""King's Cross St. Pancras""]",1073313.1379233613,King's Cross St. Pancras,122827.76544140621,Leicester Square,King's Cross St. Pancras
"['Green Park', 'Oxford Circus', '[TRANSFER→]Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras"", 'Euston LU']",1071716.498175201,Euston LU,51663.66156684396,Green Park,Euston LU
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', 'Oxford Circus', 'Tottenham Court Road']",1067614.0614868922,Tottenham Court Road,101119.98339478439,South Kensington,Tottenham Court Road
"['Farringdon', ""King's Cross St. Pancras"", 'Euston LU', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road']",1065902.4598918585,Tottenham Court Road,101119.98339478439,Farringdon,Tottenham Court Road
"['Euston LU', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park', 'Oxford Circus', 'Tottenham Court Road']",1064750.3253413306,Tottenham Court Road,101119.98339478439,Euston LU,Tottenham Court Road
"['Farringdon', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Warren Street', 'Oxford Circus', 'Green Park']",1064750.3253413306,Green Park,50979.93327935799,Farringdon,Green Park
"['Victoria LU', 'Green Park', '[TRANSFER→]Oxford Circus', 'Warren Street', 'Oxford Circus', 'Tottenham Court Road']",1064750.3253413306,Tottenham Court Road,101119.98339478439,Victoria LU,Tottenham Court Road
"['London Bridge LU', 'Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Farringdon', 'Tottenham Court Road', 'Leicester Square']",1061601.1614355338,Leicester Square,45573.94756963399,London Bridge LU,Leicester Square
"['Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', 'Holborn', 'Russell Square', ""King's Cross St. Pancras""]",1060941.8633616026,King's Cross St. Pancras,122827.76544140621,Liverpool Street LU,King's Cross St. Pancras
"['Liverpool Street LU', 'Farringdon', ""King's Cross St. Pancras"", 'Russell Square', 'Holborn', 'Tottenham Court Road']",1060941.8633616026,Tottenham Court Road,101119.98339478439,Liverpool Street LU,Tottenham Court Road
"['Euston LU', ""King's Cross St. Pancras"", 'Russell Square', 'Holborn', 'Tottenham Court Road', 'Farringdon']",1060941.8633616026,Farringdon,64227.32263564517,Euston LU,Farringdon
"['Euston LU', 'Warren Street', 'Oxford Circus', 'Tottenham Court Road', 'Bond Street', '[TRANSFER→]Paddington TfL']",1059704.7257847206,Bond Street,65259.91811015903,Euston LU,Bond Street
"['Euston LU', 'Warren Street', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Bond Street', 'Tottenham Court Road']",1059704.7257847206,Tottenham Court Road,101119.98339478439,Euston LU,Tottenham Court Road
"['Tottenham Court Road', 'Oxford Circus', ""Regent's Park"", 'Baker Street', 'Bond Street', 'Paddington TfL']",1059011.179958611,Paddington TfL,81178.24734898907,Tottenham Court Road,Paddington TfL
"['Liverpool Street LU', 'Bank and Monument', 'Tower Hill', 'Aldgate East', 'Whitechapel', 'Stratford']",1057408.2079554633,Stratford,92594.97009758174,Liverpool Street LU,Stratford
"['Piccadilly Circus', 'Leicester Square', 'Tottenham Court Road', 'Holborn', 'Russell Square', ""King's Cross St. Pancras""]",1057398.7902777146,King's Cross St. Pancras,122827.76544140621,Piccadilly Circus,King's Cross St. Pancras
"['Victoria LU', 'Green Park', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU']",1056356.1478722761,Liverpool Street LU,74058.98826547644,Victoria LU,Liverpool Street LU
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Oxford Circus']",1053980.258052072,Oxford Circus,88888.96704187145,King's Cross St. Pancras,Oxford Circus
"['Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', 'Bond Street', '[TRANSFER→]Green Park', 'Victoria LU']",1053539.6769862436,Victoria LU,86723.86782461665,Liverpool Street LU,Victoria LU
"['Leicester Square', 'Tottenham Court Road', 'Bond Street', 'Green Park', '[TRANSFER→]Westminster', 'Waterloo LU']",1051507.88408327,Waterloo LU,93112.82099030414,Leicester Square,Waterloo LU
"['Tottenham Court Road', 'Oxford Circus', 'Bond Street', 'Baker Street', '[TRANSFER→]Edgware Road (DIS)', 'Paddington TfL']",1051285.701153381,Paddington TfL,81178.24734898907,Tottenham Court Road,Paddington TfL
"['Victoria LU', ""St. James's Park"", 'Westminster', 'Green Park', 'Oxford Circus', 'Bond Street']",1047768.4090726024,Bond Street,65259.91811015903,Victoria LU,Bond Street
"['Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', '[TRANSFER→]Bond Street', 'Oxford Circus', 'Piccadilly Circus']",1046690.5682686964,Piccadilly Circus,43397.76087515598,Liverpool Street LU,Piccadilly Circus
"['Bond Street', '[TRANSFER→]Tottenham Court Road', 'Farringdon', 'Tottenham Court Road', 'Oxford Circus', 'Piccadilly Circus']",1046690.5682686964,Piccadilly Circus,43397.76087515598,Bond Street,Piccadilly Circus
"['Green Park', 'Oxford Circus', 'Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Tottenham Court Road', 'Farringdon']",1046690.5682686963,Farringdon,64227.32263564517,Green Park,Farringdon
"['Leicester Square', 'Charing Cross LU', 'Piccadilly Circus', 'Green Park', 'Oxford Circus', 'Bond Street']",1045366.5978068912,Bond Street,65259.91811015903,Leicester Square,Bond Street
"['Bond Street', 'Oxford Circus', 'Piccadilly Circus', '[TRANSFER→]Charing Cross LU', 'Leicester Square', 'Tottenham Court Road']",1043147.4951848085,Tottenham Court Road,101119.98339478439,Bond Street,Tottenham Court Road
"['Farringdon', 'Tottenham Court Road', 'Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Green Park', 'Oxford Circus']",1043147.4951848084,Oxford Circus,88888.96704187145,Farringdon,Oxford Circus
"['Bond Street', '[TRANSFER→]Oxford Circus', 'Piccadilly Circus', 'Leicester Square', 'Tottenham Court Road', 'Oxford Circus']",1043147.4951848084,Oxford Circus,88888.96704187145,Bond Street,Oxford Circus
"['Farringdon', 'Tottenham Court Road', 'Oxford Circus', 'Piccadilly Circus', '[TRANSFER→]Charing Cross LU', 'Leicester Square']",1043147.4951848084,Leicester Square,45573.94756963399,Farringdon,Leicester Square
"['London Bridge LU', 'Bank and Monument', 'Moorgate', 'Liverpool Street LU', '[TRANSFER→]Farringdon', ""King's Cross St. Pancras""]",1042006.93556411,King's Cross St. Pancras,122827.76544140621,London Bridge LU,King's Cross St. Pancras
"['Tottenham Court Road', 'Bond Street', 'Oxford Circus', '[TRANSFER→]Warren Street', '[TRANSFER→]Euston LU', ""King's Cross St. Pancras""]",1040610.3384984845,King's Cross St. Pancras,122827.76544140621,Tottenham Court Road,King's Cross St. Pancras
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', 'Oxford Circus', '[TRANSFER→]Bond Street', 'Tottenham Court Road']",1037260.8778628248,Tottenham Court Road,101119.98339478439,King's Cross St. Pancras,Tottenham Court Road
"['Piccadilly Circus', 'Green Park', '[TRANSFER→]Bond Street', 'Tottenham Court Road', 'Bond Street', 'Paddington TfL']",1036469.8450442204,Paddington TfL,81178.24734898907,Piccadilly Circus,Paddington TfL
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Oxford Circus', 'Green Park', 'Victoria LU']",1035208.1625221894,Victoria LU,86723.86782461665,Tottenham Court Road,Victoria LU
"['London Bridge LU', 'Southwark', 'Waterloo LU', 'Westminster', 'Green Park', 'Oxford Circus']",1034188.1087296216,Oxford Circus,88888.96704187145,London Bridge LU,Oxford Circus
"['Farringdon', 'Tottenham Court Road', '[TRANSFER→]Bond Street', 'Marble Arch', 'Bond Street', 'Oxford Circus']",1034091.3935486778,Oxford Circus,88888.96704187145,Farringdon,Oxford Circus
"['Leicester Square', 'Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Bond Street', 'Marble Arch', 'Bond Street']",1034091.3935486777,Bond Street,65259.91811015903,Leicester Square,Bond Street
